global_index,verb,row_in_verb,Number of hit,Text ID,Concordance line,Tagged concordance line,URL,Match-begin corpus position,Match-end corpus position,pos_tag,layer
772,give_away,72,1,CDT,"chatting in a public place , be careful not to give away sensitive information about your personal movements , holiday plans , valuables","chatting_VVG in_PRP-AVP a_AT0 public_AJ0 place_NN1 ,_PUN be_VBB careful_AJ0 not_XX0 to_TO0 give_VVI away_AV0 sensitive_AJ0 information_NN1 about_PRP your_DPS personal_AJ0 movements_NN2 ,_PUN holiday_NN1-VVB plans_NN2-VVZ ,_PUN valuables_NN2",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha8g&batch=0,30450429,30450431,give_away_AJ0,10
805,give_in,5,6,J0V,we may be encouraged to re-examine whether there is some give in the apparently uncompromising need for bit-perfect records of program software .,we_PNP may_VM0 be_VBI encouraged_VVN to_TO0 re-examine_VVI whether_CJS there_EX0 is_VBZ some_DT0 give_VVB in_AVP the_AT0 apparently_AV0 uncompromising_AJ0 need_NN1 for_PRP bit-perfect_AJ0 records_NN2 of_PRF program_NN1 software_NN1 ._PUN,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha91&batch=5,91925776,91925778,give_in_AT0,10
810,give_in,10,11,ADH,"study of portraiture lies in the help that they may give in the identification of other portraits , particularly sculptures , since it","study_NN1 of_PRF portraiture_NN1 lies_VVZ-NN2 in_PRP the_AT0 help_NN1 that_CJT they_PNP may_VM0 give_VVI in_AVP the_AT0 identification_NN1 of_PRF other_AJ0 portraits_NN2 ,_PUN particularly_AV0 sculptures_NN2 ,_PUN since_CJS it_PNP",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha91&batch=10,8192183,8192185,give_in_AT0,10
816,give_in,16,17,EWA,"properties of each text . For external comparison , we give in the right hand column of the table , a comparable figure","properties_NN2 of_PRF each_DT0 text_NN1 ._PUN For_PRP external_AJ0 comparison_NN1 ,_PUN we_PNP give_VVB in_AVP the_AT0 right_AJ0 hand_NN1 column_NN1 of_PRF the_AT0 table_NN1 ,_PUN a_AT0 comparable_AJ0 figure_NN1",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha91&batch=16,49932410,49932412,give_in_AT0,10
821,give_in,21,1,KD0,All I can do is Surrender . Give in . Give in . Er stop We 're giving in . Vic er prisoner,All_DT0 I_PNP can_VM0 do_VDI is_VBZ Surrender_VVB-NN1 ._PUN Give_VVB in_AVP ._PUN Give_VVB in_AVP ._PUN Er_UNC stop_VVB-NN1 We_PNP 're_VBB giving_VVG in_AVP-PRP ._PUN Vic_UNC er_UNC prisoner_NN1,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9f&batch=0,108330393,108330395,Give_in_PUN,10
876,give_in,76,2,EWW,", are all that are required . Example 1 We give in Table 1 a scheme for pivotal condensation of the matrix just",",_PUN are_VBB all_DT0 that_CJT are_VBB required_VVN ._PUN Example_NN1 1_CRD We_PNP give_VVB in_AVP Table_NN1 1_CRD a_AT0 scheme_NN1 for_PRP pivotal_AJ0 condensation_NN1 of_PRF the_AT0 matrix_NN1 just_AV0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha98&batch=1,50203581,50203583,give_in_NN1,10
916,give_out,17,4,B3D,the available databases . Both systems operators and database producers give out newsletters in which changes and &lsquo; new &rsquo; techniques are introduced,the_AT0 available_AJ0 databases_NN2 ._PUN Both_DT0 systems_NN2 operators_NN2 and_CJC database_NN1 producers_NN2 give_VVB out_AVP newsletters_NN2 in_PRP which_DTQ changes_NN2-VVZ and_CJC &lsquo;_PUQ new_AJ0 &rsquo;_PUQ techniques_NN2 are_VBB introduced_VVN,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9uy&batch=3,19102809,19102811,give_out_NN2,10
938,give_out,39,3,ANP,There are radiators in the attic but they do not give out much warmth . In order not to freeze I installed a,There_EX0 are_VBB radiators_NN2 in_PRP the_AT0 attic_NN1 but_CJC they_PNP do_VDB not_XX0 give_VVI out_AVP much_AV0 warmth_NN1 ._PUN In_PRP order_NN1 not_XX0 to_TO0 freeze_VVI I_PNP installed_VVD a_AT0,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9va&batch=2,12425806,12425808,give_out_AV0,10
973,give_out,74,14,A6N,"grow magical , the green shade of the beeches would give out a delicious coolness as they tasted again the sardines between slices","grow_VVI magical_AJ0 ,_PUN the_AT0 green_AJ0 shade_NN1 of_PRF the_AT0 beeches_NN2 would_VM0 give_VVI out_AVP a_AT0 delicious_AJ0 coolness_NN1 as_CJS they_PNP tasted_VVD again_AV0 the_AT0 sardines_NN2 between_PRP slices_NN2",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sw&batch=13,3451767,3451769,give_out_AT0,10
974,give_out,75,15,KR2,Say something say something . Yeah just say something . Give out a shout to someone . Go on . Why are you,Say_VVB something_PNI say_VVB something_PNI ._PUN Yeah_ITJ just_AV0 say_VVB something_PNI ._PUN Give_VVB out_AVP a_AT0 shout_NN1 to_PRP someone_PNI ._PUN Go_VVB on_AVP ._PUN Why_AVQ are_VBB you_PNP,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sw&batch=14,111008386,111008388,Give_out_AT0,10
991,give_out,92,32,HAC,32Mb . A 102 key tactile keyboard has keys that give out an audible click when depressed . Ti'Ko 's literature claims that,32Mb_NN0 ._PUN A_ZZ0 102_CRD key_AJ0 tactile_AJ0 keyboard_NN1 has_VHZ keys_NN2 that_CJT give_VVB out_AVP an_AT0 audible_AJ0 click_NN1 when_CJS depressed_AJ0 ._PUN Ti'Ko_NP0-NN1 's_POS literature_NN1 claims_VVZ that_CJT,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sw&batch=31,74515394,74515396,give_out_AT0,10
998,give_up,6,7,G02,"what if she should die before I got home , give up the ghost and pass on , alone in the dark ?","what_DTQ if_CJS she_PNP should_VM0 die_VVI before_CJS I_PNP got_VVD home_AV0 ,_PUN give_VVB up_AVP the_AT0 ghost_NN1 and_CJC pass_VVB on_AVP ,_PUN alone_AV0-AJ0 in_PRP the_AT0 dark_NN1-AJ0 ?_PUN",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9su&batch=6,60808109,60808111,give_up_AT0,10
1031,give_up,39,6,B38,in the oven Everything is apple pie Men on buses give up seats for you And do n't give you the eye .,in_PRP the_AT0 oven_NN1 Everything_PNI is_VBZ apple_NN1 pie_NN1 Men_NN2 on_PRP buses_NN2 give_VVB up_AVP seats_NN2 for_PRP you_PNP And_CJC do_VDB n't_XX0 give_VVI you_PNP the_AT0 eye_NN1 ._PUN,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9vr&batch=5,19009932,19009934,give_up_NN2,10
1048,give_up,56,23,KLW,any presents or you wo n't buy any sweets . Give up sweets for Lent or something . Make it easy for us,any_DT0 presents_NN2 or_CJC you_PNP wo_VM0 n't_XX0 buy_VVI any_DT0 sweets_NN2 ._PUN Give_VVB up_AVP sweets_NN2 for_PRP Lent_NN1 or_CJC something_PNI ._PUN Make_VVB it_PNP easy_AJ0 for_PRP us_PNP,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9vr&batch=22,110005754,110005756,Give_up_NN2,10
1051,give_up,59,40,CA0,"knowing how strong the British now were , he would give up polo tomorrow and climb back into his cockpit and resume the","knowing_VVG how_AVQ strong_AJ0-AV0 the_AT0 British_AJ0 now_AV0 were_VBD ,_PUN he_PNP would_VM0 give_VVI up_AVP polo_NN1 tomorrow_AV0 and_CJC climb_VVB back_AVP into_PRP his_DPS cockpit_NN1 and_CJC resume_VVB the_AT0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9vn&batch=39,25407932,25407934,give_up_NN1,10
1056,give_up,64,45,EFW,"muttering to himself . When the garrison had begun to give up hope that he would act , he at last did something","muttering_VVG to_PRP himself_PNX ._PUN When_CJS the_AT0 garrison_NN1 had_VHD begun_VVN to_TO0 give_VVI up_AVP hope_NN1 that_CJT he_PNP would_VM0 act_VVI ,_PUN he_PNP at_PRP last_ORD did_VDD something_PNI",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9vn&batch=44,48492564,48492566,give_up_NN1,10
10,agree_on,10,11,A6F,"likely to be politically disastrous , even if they can agree on a successor . The above are all classic instruments by which a","likely_AJ0 to_TO0 be_VBI politically_AV0 disastrous_AJ0 ,_PUN even_AV0 if_CJS they_PNP can_VM0 agree_VVI on_PRP-AVP a_AT0 successor_NN1 ._PUN The_AT0 above_AJ0 are_VBB all_DT0 classic_AJ0 instruments_NN2 by_PRP which_DTQ a_AT0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=10,3218240,3218243,agree_on_AT0,11
21,agree_on,21,22,J1A,Vol des Zephirs &rsquo; ( Act 5 scene 7 ) agree on a scoring of unison flutes and violins plus continuo ; the piece,Vol_UNC des_UNC Zephirs_UNC &rsquo;_PUQ (_PUL Act_NN1-VVB 5_CRD scene_NN1 7_CRD )_PUR agree_VVB on_PRP-AVP a_AT0 scoring_NN1 of_PRF unison_NN1 flutes_NN2 and_CJC violins_NN2 plus_PRP continuo_NN1 ;_PUN the_AT0 piece_NN1,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=21,92543607,92543610,agree_on_AT0,11
41,agree_on,41,42,FYX,"also measure different intervals of time if they are to agree on the speed of light . Einstein 's original theory of relativity ,","also_AV0 measure_VVI different_AJ0 intervals_NN2 of_PRF time_NN1 if_CJS they_PNP are_VBB to_TO0 agree_VVI on_PRP the_AT0 speed_NN1 of_PRF light_NN1-AJ0 ._PUN Einstein_NP0 's_POS original_AJ0 theory_NN1 of_PRF relativity_NN1 ,_PUN",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=41,60545340,60545343,agree_on_AT0,11
52,agree_on,52,53,ECV,"are the point of departure . But the contributors all agree on the importance of that experience . In these papers , all kinds","are_VBB the_AT0 point_NN1 of_PRF departure_NN1 ._PUN But_CJC the_AT0 contributors_NN2 all_DT0 agree_VVB on_PRP-AVP the_AT0 importance_NN1 of_PRF that_DT0 experience_NN1 ._PUN In_PRP these_DT0 papers_NN2 ,_PUN all_DT0 kinds_NN2",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=52,45532685,45532688,agree_on_AT0,11
92,agree_on,92,93,HTV,"Moran ( 1985 ) and Dunning ( 1981 ) , agree on the centrality of the TNC in the analysis of the global system","Moran_NP0 (_PUL 1985_CRD )_PUR and_CJC Dunning_NP0 (_PUL 1981_CRD )_PUR ,_PUN agree_VVB on_PRP-AVP the_AT0 centrality_NN1 of_PRF the_AT0 TNC_NP0 in_PRP the_AT0 analysis_NN1 of_PRF the_AT0 global_AJ0 system_NN1",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=92,87398183,87398186,agree_on_AT0,11
121,agree_that,21,22,JK1,"[unclear] any old [unclear] Yeah , yeah . I would agree that the scientist being [unclear] is probably is constant withdrawal from his","[unclear]_UNC any_DT0 old_AJ0 [unclear]_UNC Yeah_ITJ ,_PUN yeah_ITJ ._PUN I_PNP would_VM0 agree_VVI that_CJT the_AT0 scientist_NN1 being_VBG [unclear]_UNC is_VBZ probably_AV0 is_VBZ constant_AJ0 withdrawal_NN1 from_PRP his_DPS",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=21,95900580,95900582,agree_that_AT0,11
158,agree_that,58,59,JXH,1 WLR 616 ) . The husband and wife may agree that the joint tenancy should be severed but if so they should,1_CRD WLR_UNC 616_CRD )_PUR ._PUN The_AT0 husband_NN1 and_CJC wife_NN1 may_VM0 agree_VVI that_CJT the_AT0 joint_AJ0 tenancy_NN1 should_VM0 be_VBI severed_VVN-AJ0 but_CJC if_CJS so_CJS they_PNP should_VM0,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=58,96752299,96752301,agree_that_AT0,11
167,agree_that,67,68,J77,", among others . Unless the landlord is prepared to agree that the insurance should be in the joint names of the landlord",",_PUN among_PRP others_NN2 ._PUN Unless_CJS the_AT0 landlord_NN1 is_VBZ prepared_AJ0 to_TO0 agree_VVI that_CJT the_AT0 insurance_NN1 should_VM0 be_VBI in_PRP the_AT0 joint_AJ0 names_NN2 of_PRF the_AT0 landlord_NN1",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=67,94625173,94625175,agree_that_AT0,11
191,agree_that,91,92,HWD,a yardland or less fare in these circumstances ? Historians agree that the size of this group was certainly much reduced in number,a_AT0 yardland_NN1 or_CJC less_DT0 fare_NN1-VVB in_PRP these_DT0 circumstances_NN2 ?_PUN Historians_NN2 agree_VVB that_CJT the_AT0 size_NN1 of_PRF this_DT0 group_NN1 was_VBD certainly_AV0 much_AV0 reduced_VVN in_PRP number_NN1,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=91,89012946,89012948,agree_that_AT0,11
196,agree_that,96,97,AKH,"Ed Anderson , local manager of the NorWest Bank , agree that the story is sadly typical . It boils down to a","Ed_NP0 Anderson_NP0 ,_PUN local_AJ0 manager_NN1 of_PRF the_AT0 NorWest_AJS Bank_NN1 ,_PUN agree_VVB that_CJT the_AT0 story_NN1 is_VBZ sadly_AV0 typical_AJ0 ._PUN It_PNP boils_VVZ down_AVP to_PRP a_AT0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=96,9984859,9984861,agree_that_AT0,11
205,agree_to,5,6,HHV,moments ago . Mr. Amess Will my right hon. Friend agree to visit Basildon &mdash; &mdash; Interruption Mr. Speaker Order . Come on,moments_NN2 ago_AV0 ._PUN Mr._NP0 Amess_NP0 Will_VM0 my_DPS right_AJ0-NN1 hon._AJ0 Friend_NN1-NP0 agree_VVB to_TO0 visit_VVI Basildon_NP0 &mdash;_PUN &mdash;_PUN Interruption_NN1 Mr._NP0 Speaker_NP0 Order_NN1-VVB ._PUN Come_VVB on_AVP,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=5,78494992,78494994,agree_to_VVI,11
210,agree_to,10,11,FTT,and the Session without passing any opinion in the meantime agree to summon all the parties concerned to a meeting of the Session,and_CJC the_AT0 Session_NN1 without_PRP passing_VVG any_DT0 opinion_NN1 in_PRP the_AT0 meantime_NN1 agree_VVB to_TO0 summon_VVI all_DT0 the_AT0 parties_NN2 concerned_AJ0-VVN to_PRP a_AT0 meeting_NN1 of_PRF the_AT0 Session_NN1,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=10,59354358,59354360,agree_to_VVI,11
249,agree_to,49,50,CCU,National Corpus of the English Language 1.3 THE Parties HEREBY AGREE to abide by the following statements and undertakings . 2 DEFINITIONS AND,National_AJ0 Corpus_NN1 of_PRF the_AT0 English_AJ0-NN1 Language_NN1 1.3_CRD THE_AT0 Parties_NN2 HEREBY_AV0 AGREE_VVB to_TO0 abide_VVI by_PRP the_AT0 following_AJ0 statements_NN2 and_CJC undertakings_NN2 ._PUN 2_CRD DEFINITIONS_NN2 AND_CJC,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=49,29395212,29395214,agree_to_VVI,11
267,agree_to,67,68,C85,"presume you know something relevant , else why did you agree to come ? &rsquo; &lsquo; The Indies side of things , perhaps","presume_VVB you_PNP know_VVB something_PNI relevant_AJ0 ,_PUN else_AV0 why_AVQ did_VDD you_PNP agree_VVI to_TO0 come_VVI ?_PUN &rsquo;_PUQ &lsquo;_PUQ The_AT0 Indies_NP0 side_NN1 of_PRF things_NN2 ,_PUN perhaps_AV0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=67,23311128,23311130,agree_to_VVI,11
275,agree_to,75,76,B7G,"1974 , it 's gratifying to note that enough people agree to take the volume into its third edition with a fourth on","1974_CRD ,_PUN it_PNP 's_VBZ gratifying_AJ0 to_TO0 note_VVI that_CJT enough_DT0 people_NN0 agree_VVB to_TO0 take_VVI the_AT0 volume_NN1 into_PRP its_DPS third_ORD edition_NN1 with_PRP a_AT0 fourth_ORD on_PRP",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=75,19938562,19938564,agree_to_VVI,11
333,agree_with,33,34,ABM,"only phantom and vain chimera , and not at all agree with the real things &rsquo; . One person who clearly distinguished mental","only_AV0 phantom_NN1-AJ0 and_CJC vain_AJ0 chimera_NN1 ,_PUN and_CJC not_XX0 at_PRP all_DT0 agree_VVB with_PRP the_AT0 real_AJ0 things_NN2 &rsquo;_PUQ ._PUN One_CRD person_NN1 who_PNQ clearly_AV0 distinguished_VVD mental_AJ0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=33,6323830,6323832,agree_with_AT0,11
338,agree_with,38,39,HAU,"to match overall service provision to evolving needs ; to agree with the other Divisions the core service specification , procurement and management","to_TO0 match_VVI overall_AJ0 service_NN1 provision_NN1 to_PRP evolving_VVG-AJ0 needs_NN2 ;_PUN to_TO0 agree_VVI with_PRP the_AT0 other_AJ0 Divisions_NN2 the_AT0 core_NN1 service_NN1 specification_NN1 ,_PUN procurement_NN1 and_CJC management_NN1",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=38,74753925,74753927,agree_with_AT0,11
341,agree_with,41,42,K2U,down &mdash; usually between and per cent . They then agree with the dealer how much it will be worth in two years,down_AVP &mdash;_PUN usually_AV0 between_PRP and_CJC per_UNC cent_UNC ._PUN They_PNP then_AV0 agree_VVB with_PRP the_AT0 dealer_NN1 how_AVQ much_AV0 it_PNP will_VM0 be_VBI worth_PRP in_PRP two_CRD years_NN2,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=41,100010320,100010322,agree_with_AT0,11
355,agree_with,55,56,CDP,being given the Trader shall within the said seven days agree with the Carrier an increase in the carriage charges in consideration of,being_VBG given_VVN the_AT0 Trader_NN1 shall_VM0 within_PRP the_AT0 said_AJ0 seven_CRD days_NN2 agree_VVB with_PRP the_AT0 Carrier_NN1 an_AT0 increase_NN1 in_PRP the_AT0 carriage_NN1 charges_NN2-VVZ in_PRP consideration_NN1 of_PRF,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=55,30325912,30325914,agree_with_AT0,11
360,agree_with,60,61,CCU,the suggested committee structure set out in the Proposal and agree with the Parties the composition of the Project and Technical Committees .,the_AT0 suggested_AJ0 committee_NN1 structure_NN1 set_VVD-VVN out_AVP in_PRP the_AT0 Proposal_NN1 and_CJC agree_VVB with_PRP the_AT0 Parties_NN2 the_AT0 composition_NN1 of_PRF the_AT0 Project_NN1 and_CJC Technical_AJ0 Committees_NN2 ._PUN,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=60,29397001,29397003,agree_with_AT0,11
416,come_back,16,17,GYV,"extra opportunity to go back onto that job should it come back again in the near future , then he would , he","extra_AJ0 opportunity_NN1 to_TO0 go_VVI back_AVP onto_PRP that_DT0 job_NN1 should_VM0 it_PNP come_VVI back_AVP again_AV0 in_PRP the_AT0 near_AJ0 future_NN1 ,_PUN then_AV0 he_PNP would_VM0 ,_PUN he_PNP",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=16,69441423,69441425,come_back_AV0,11
428,come_back,28,29,C9W,three . This is done to allow them time to come back gradually to a state of full alertness without any sense of,three_CRD ._PUN This_DT0 is_VBZ done_VDN to_TO0 allow_VVI them_PNP time_NN1 to_TO0 come_VVI back_AVP gradually_AV0 to_PRP a_AT0 state_NN1 of_PRF full_AJ0 alertness_NN1 without_PRP any_DT0 sense_NN1 of_PRF,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=28,25260724,25260726,come_back_AV0,11
461,come_back,61,62,H8M,have passed a kind of barrier that 's hard to come back across . It 's as if you were leaning forward and,have_VHB passed_VVN a_AT0 kind_NN1 of_PRF barrier_NN1 that_CJT-DT0 's_VBZ hard_AJ0 to_TO0 come_VVI back_AVP across_AV0 ._PUN It_PNP 's_VBZ as_PRP if_CJS you_PNP were_VBD leaning_VVG forward_AV0 and_CJC,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=61,72228231,72228233,come_back_AV0,11
472,come_back,72,73,HWE,"her ears seemed to be twitching . She did not come back immediately and say , &lsquo; I do n't believe this ,","her_DPS ears_NN2 seemed_VVD to_TO0 be_VBI twitching_VVG ._PUN She_PNP did_VDD not_XX0 come_VVI back_AVP immediately_AV0 and_CJC say_VVB ,_PUN &lsquo;_PUQ I_PNP do_VDB n't_XX0 believe_VVI this_DT0 ,_PUN",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=72,89078425,89078427,come_back_AV0,11
492,come_back,92,93,CH3,"Vincent O'Brien for a year and it 's great to come back here and win my first classic , &rsquo; said trainer John","Vincent_NP0 O'Brien_NP0 for_PRP a_AT0 year_NN1 and_CJC it_PNP 's_VBZ great_AJ0 to_TO0 come_VVI back_AVP here_AV0 and_CJC win_VVB my_DPS first_ORD classic_NN1 ,_PUN &rsquo;_PUQ said_VVD trainer_NN1 John_NP0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=92,34285624,34285626,come_back_AV0,11
534,come_in,34,35,J1C,to win it ? ) . One thousand smackers would come in very handy at the moment . I 'm also putting a,to_TO0 win_VVI it_PNP ?_PUN )_PUR ._PUN One_CRD thousand_CRD smackers_NN2 would_VM0 come_VVI in_AVP-PRP very_AV0 handy_AJ0 at_PRP the_AT0 moment_NN1 ._PUN I_PNP 'm_VBB also_AV0 putting_VVG a_AT0,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9z&batch=34,92640237,92640239,come_in_AV0,11
574,come_in,74,75,CR3,"as Unix . The mass market box is expected to come in well below the $5,000 &mdash; £4,000 &mdash; mark . Hewlett-Packard says","as_CJS Unix_NN1 ._PUN The_AT0 mass_AJ0 market_NN1 box_NN1 is_VBZ expected_VVN-AJ0 to_TO0 come_VVI in_AVP-PRP well_AV0 below_PRP the_AT0 $5,000_NN0 &mdash;_PUN £4,000_NN0 &mdash;_PUN mark_VVB-NN1 ._PUN Hewlett-Packard_NP0 says_VVZ",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9z&batch=74,40319665,40319667,come_in_AV0,11
585,come_in,85,86,BM5,still provide much of its inspiration . The X100 will come in both fixed-head and convertible versions . There is no question of,still_AV0 provide_VVB much_DT0 of_PRF its_DPS inspiration_NN1 ._PUN The_AT0 X100_UNC will_VM0 come_VVI in_AVP-PRP both_AV0 fixed-head_AJ0-NN1 and_CJC convertible_AJ0 versions_NN2 ._PUN There_EX0 is_VBZ no_AT0 question_NN1 of_PRF,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9z&batch=85,20558315,20558317,come_in_AV0,11
589,come_in,89,90,HYX,"come , we 'll see that , if the cameras come in anywhere , we 'll see that all-party representation on it .","come_VVI ,_PUN we_PNP 'll_VM0 see_VVI that_DT0-CJT ,_PUN if_CJS the_AT0 cameras_NN2 come_VVB in_AVP-PRP anywhere_AV0 ,_PUN we_PNP 'll_VM0 see_VVI that_DT0-CJT all-party_AJ0 representation_NN1 on_PRP it_PNP ._PUN",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9z&batch=89,91729486,91729488,come_in_AV0,11
598,come_in,98,99,KCX,"that token in it , then my bills used to come in about fifty , sixty pound . But since they put the","that_DT0 token_NN1 in_PRP it_PNP ,_PUN then_AV0 my_DPS bills_NN2 used_VM0 to_TO0 come_VVI in_AVP-PRP about_AV0 fifty_CRD ,_PUN sixty_CRD pound_NN1 ._PUN But_CJC since_CJS they_PNP put_VVB the_AT0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9z&batch=98,108164941,108164943,come_in_AV0,11
619,come_out,19,20,CF4,"a close friend ( and former boyfriend ) who had come out as gay , partly because we had a gay president .","a_AT0 close_AJ0 friend_NN1 (_PUL and_CJC former_DT0 boyfriend_NN1 )_PUR who_PNQ had_VHD come_VVN out_AVP as_AV0 gay_AJ0 ,_PUN partly_AV0 because_CJS we_PNP had_VHD a_AT0 gay_AJ0 president_NN1 ._PUN",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00haa2&batch=19,32225153,32225155,come_out_AV0,11
638,come_out,38,39,CE5,to hurt you . We just want to talk . Come out now ! Hands wide and clear . &rsquo; &lsquo; I do,to_TO0 hurt_VVI you_PNP ._PUN We_PNP just_AV0 want_VVB to_TO0 talk_VVI ._PUN Come_VVB out_AVP now_AV0 !_PUN Hands_NN2 wide_AJ0 and_CJC clear_AJ0 ._PUN &rsquo;_PUQ &lsquo;_PUQ I_PNP do_VDB,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00haa2&batch=38,30851860,30851862,come_out_AV0,11
654,come_out,54,55,HGG,with memories both sharp and sweet . The sun had come out fully over the abbey mills and the narrow bridge of Meole,with_PRP memories_NN2 both_AV0 sharp_AJ0 and_CJC sweet_AJ0 ._PUN The_AT0 sun_NN1 had_VHD come_VVN out_AVP fully_AV0 over_PRP-AVP the_AT0 abbey_NN1 mills_NN2 and_CJC the_AT0 narrow_AJ0 bridge_NN1 of_PRF Meole_NP0-NN1,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00haa2&batch=54,76283929,76283931,come_out_AV0,11
695,come_out,95,96,H83,"hampering their growth in art . Similarly , Allison has come out strongly in favour of assessment , as the following demonstrates :","hampering_VVG their_DPS growth_NN1 in_PRP art_NN1 ._PUN Similarly_AV0 ,_PUN Allison_NP0 has_VHZ come_VVN out_AVP strongly_AV0 in_PRP favour_NN1 of_PRF assessment_NN1 ,_PUN as_CJS-PRP the_AT0 following_AJ0 demonstrates_VVZ :_PUN",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00haa2&batch=95,71454215,71454217,come_out_AV0,11
697,come_out,97,98,KB9,"I do n't know where little , little one 's come out Okay . of . Eh ? So I 'm not sure","I_PNP do_VDB n't_XX0 know_VVI where_AVQ little_AJ0 ,_PUN little_AJ0 one_PNI 's_VHZ come_VVN out_AVP Okay_AV0 ._PUN of_PRF ._PUN Eh_ITJ ?_PUN So_AV0 I_PNP 'm_VBB not_XX0 sure_AJ0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00haa2&batch=97,106002287,106002289,come_out_AV0,11
701,give_away,1,2,CHH,. It 's such a great book we decided to give away a copy to every new subscriber to Outdoor Action . With,._PUN It_PNP 's_VBZ such_DT0 a_AT0 great_AJ0 book_NN1 we_PNP decided_VVD to_TO0 give_VVI away_AV0 a_AT0 copy_NN1 to_PRP every_AT0 new_AJ0 subscriber_NN1 to_PRP Outdoor_AJ0 Action_NN1 ._PUN With_PRP,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sl&batch=1,35142218,35142220,give_away_AT0,11
